stimuli_id,stimuli_title,chapter,scene_no,scene_no_old,scene_start_frame_padded,scene_end_frame_padded,scene_start_time_padded,scene_end_time_padded,scene_start_frame_unpadded,scene_end_frame_unpadded,scene_start_time_unpadded,scene_end_time_unpadded,scene_start_time_unpadded_cumulative,scene_end_time_unpadded_cumulative,scene_start_frame_unpadded_cumulative,scene_end_frame_unpadded_cumulative
4,Room,14,77,90,7619,10029,126.9661588,167.1493314,7546,9956,125.749497,165.9326696,5950.3595318,5990.5427044,357011,359421
4,Room,14,78,91,10030,11886,167.1493314,198.0992076,9957,11813,165.9326696,196.8825458,5990.5427044,6021.4925806,359422,361278
4,Room,14,79,92,11887,13405,198.0992076,223.415773,11814,13332,196.8825458,222.1991112,6021.4925806,6046.809146,361279,362797
4,Room,14,80,93,13406,20044,223.415773,334.0653304,13333,19971,222.1991112,332.8486686,6046.809146,6157.4587034,362798,369436
4,Room,14,81,94,20045,23200,334.0653304,386.66512,19972,23127,332.8486686,385.4484582,6157.4587034,6210.058493,369437,372592
4,Room,15,82,96,82,1261,1.3499946,21.0165826,9,1188,0.1333328,19.7999208,6210.2418256,6229.9084136,372603,373782
4,Room,15,83,97,1262,3954,21.0165826,65.8997364,1189,3881,19.7999208,64.6830746,6229.9084136,6274.7915674,373783,376475
4,Room,15,84,98,3955,12757,65.8997364,212.6158162,3882,12684,64.6830746,211.3991544,6274.7915674,6421.5076472,376476,385278
4,Room,15,85,99,12758,13522,212.6158162,225.3657652,12685,13449,211.3991544,224.1491034,6421.5076472,6434.2575962,385279,386043
4,Room,15,86,100,13523,13876,225.3657652,231.2657416,13450,13803,224.1491034,230.0490798,6434.2575962,6440.1575726,386044,386397
4,Room,15,87,101,13877,14565,231.2657416,242.749029,13804,14492,230.0490798,241.5323672,6440.1575726,6451.64086,386398,387086
4,Room,15,88,102,14566,15262,242.749029,254.3656492,14493,15189,241.5323672,253.1489874,6451.64086,6463.2574802,387087,387783
4,Room,15,89,103,15263,16582,254.3656492,276.3655612,15190,16509,253.1489874,275.1488994,6463.2574802,6485.2573922,387784,389103
4,Room,15,90,104,16583,17806,276.3655612,296.7654796,16510,17733,275.1488994,295.5488178,6485.2573922,6505.6573106,389104,390327
4,Room,16,91,106,82,2418,1.3499946,40.2998388,9,2345,0.1333328,39.083177,6505.8239766,6544.7738208,390337,392673
4,Room,16,92,107,2419,15621,40.2998388,260.3489586,2346,15548,39.083177,259.1322968,6544.7738208,6764.8229406,392674,405876
4,Room,16,93,108,15622,16519,260.3489586,275.3155654,15549,16446,259.1322968,274.0989036,6764.8229406,6779.7895474,405877,406774
